TransactionID,TransactionAmt,ProductCD,card4,card6,P_emaildomain,R_emaildomain,DeviceType,DeviceInfo,RelativeHour
3460121,141.0,W,visa,debit,Missing,Missing,Missing,Missing,14
3460122,152.95,W,mastercard,credit,aol.com,Missing,Missing,Missing,14
3460123,75.0,H,mastercard,credit,yahoo.com,gmail.com,mobile,iOS Device,14
3460124,107.95,W,visa,debit,gmail.com,Missing,Missing,Missing,14
3460125,308.5,W,visa,debit,yahoo.com,Missing,Missing,Missing,14
3460126,100.0,R,visa,credit,anonymous.com,anonymous.com,desktop,Trident/7.0,14
3460127,844.95,W,visa,credit,Missing,Missing,Missing,Missing,14
3460128,200.0,R,visa,credit,anonymous.com,hotmail.com,desktop,Windows,14
3460129,107.95,W,visa,debit,gmail.com,Missing,Missing,Missing,14
3460130,57.95,W,visa,debit,charter.net,Missing,Missing,Missing,14
3460131,200.0,R,visa,credit,anonymous.com,hotmail.com,desktop,Windows,14
3460132,113.0,W,visa,debit,hotmail.com,Missing,Missing,Missing,14
3460133,57.95,W,mastercard,debit,yahoo.com,Missing,Missing,Missing,14
3460134,64.37,C,mastercard,credit,hotmail.com,hotmail.com,desktop,Missing,14
3460135,92.0,W,visa,debit,Missing,Missing,Missing,Missing,14
3460136,25.95,W,visa,debit,gmail.com,Missing,Missing,Missing,14
3460137,107.95,W,visa,debit,gmail.com,Missing,Missing,Missing,14
3460138,161.0,W,visa,debit,Missing,Missing,Missing,Missing,14
3460139,57.95,W,visa,debit,att.net,Missing,Missing,Missing,14
3460140,39.0,W,visa,debit,gmail.com,Missing,Missing,Missing,14
3460141,8.751,C,visa,debit,gmail.com,gmail.com,mobile,Redmi,14
3460142,69.95,W,visa,debit,icloud.com,Missing,Missing,Missing,14
3460143,107.95,W,visa,debit,gmail.com,Missing,Missing,Missing,14
3460144,117.0,W,mastercard,debit,gmail.com,Missing,Missing,Missing,14
3460145,42.0,W,visa,debit,att.net,Missing,Missing,Missing,14
3460146,151.0,W,visa,debit,Missing,Missing,Missing,Missing,14
3460147,34.0,W,mastercard,debit,gmail.com,Missing,Missing,Missing,14
3460148,166.99,W,visa,debit,comcast.net,Missing,Missing,Missing,14
3460149,57.95,W,visa,credit,yahoo.com,Missing,Missing,Missing,14
3460150,6.763,C,visa,debit,hotmail.com,hotmail.com,mobile,Missing,14
3460151,201.0,W,mastercard,credit,hotmail.com,Missing,Missing,Missing,14
3460152,149.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,14
3460153,200.0,R,american express,credit,yahoo.com,yahoo.com,desktop,MacOS,14
3460154,143.0,W,visa,credit,Missing,Missing,Missing,Missing,14
3460155,209.95,W,mastercard,credit,Missing,Missing,Missing,Missing,14
3460156,150.0,R,visa,credit,gmail.com,gmail.com,desktop,Windows,14
3460157,524.95,W,mastercard,debit,gmail.com,Missing,Missing,Missing,14
3460158,39.0,W,mastercard,credit,gmail.com,Missing,Missing,Missing,14
3460159,52.95,W,mastercard,credit,anonymous.com,Missing,Missing,Missing,14
3460160,171.0,W,visa,debit,mail.com,Missing,Missing,Missing,14
3460161,97.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,14
3460162,100.0,R,visa,credit,anonymous.com,anonymous.com,desktop,Trident/7.0,15
3460163,300.0,R,visa,credit,suddenlink.net,gmail.com,Missing,Missing,15
3460164,67.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460165,97.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460166,226.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460167,59.0,W,visa,debit,icloud.com,Missing,Missing,Missing,15
3460168,57.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460169,175.0,R,discover,credit,gmail.com,anonymous.com,desktop,Windows,15
3460170,35.95,W,mastercard,debit,Missing,Missing,Missing,Missing,15
3460171,15.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460172,159.95,W,visa,debit,hotmail.com,Missing,Missing,Missing,15
3460173,77.957,C,mastercard,credit,yahoo.com,yahoo.com,Missing,Missing,15
3460174,92.0,W,mastercard,debit,yahoo.com,Missing,Missing,Missing,15
3460175,209.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460176,31.5,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460177,209.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460178,171.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460179,479.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460180,77.957,C,mastercard,credit,yahoo.com,yahoo.com,Missing,Missing,15
3460181,16.661,C,mastercard,debit,hotmail.com,hotmail.com,desktop,Windows,15
3460182,1632.2,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460183,49.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460184,54.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460185,427.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460186,7.808,C,mastercard,credit,outlook.es,outlook.es,mobile,SM-G530H Build/KTU84P,15
3460187,108.95,W,mastercard,debit,yahoo.com,Missing,Missing,Missing,15
3460188,3163.95,W,visa,debit,hotmail.com,Missing,Missing,Missing,15
3460189,9.591,C,mastercard,credit,hotmail.fr,hotmail.fr,desktop,Missing,15
3460190,370.02,W,mastercard,debit,gmail.com,Missing,Missing,Missing,15
3460191,25.0,S,visa,debit,Missing,gmail.com,desktop,Windows,15
3460192,49.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460193,107.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460194,78.97,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460195,36.5,W,visa,debit,aol.com,Missing,Missing,Missing,15
3460196,107.95,W,visa,debit,aol.com,Missing,Missing,Missing,15
3460197,117.0,W,visa,debit,aol.com,Missing,Missing,Missing,15
3460198,107.95,W,visa,debit,icloud.com,Missing,Missing,Missing,15
3460199,100.0,R,visa,debit,gmail.com,anonymous.com,mobile,iOS Device,15
3460200,14.694,C,visa,debit,hotmail.com,hotmail.com,mobile,XT1032 Build/LPBS23.13-56-2,15
3460201,62.95,W,visa,debit,Missing,Missing,Missing,Missing,15
3460202,22.133,C,mastercard,credit,gmail.com,gmail.com,desktop,Windows,15
3460203,107.95,W,mastercard,credit,gmail.com,Missing,Missing,Missing,15
3460204,30.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460205,160.95,W,mastercard,credit,yahoo.com,Missing,Missing,Missing,15
3460206,29.203,C,mastercard,debit,hotmail.com,hotmail.com,mobile,Missing,15
3460207,77.0,W,mastercard,credit,gmail.com,Missing,Missing,Missing,15
3460208,18.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460209,159.0,W,visa,debit,att.net,Missing,Missing,Missing,15
3460210,22.133,C,mastercard,credit,gmail.com,gmail.com,desktop,Windows,15
3460211,171.0,W,visa,debit,verizon.net,Missing,Missing,Missing,15
3460212,49.0,W,mastercard,debit,Missing,Missing,Missing,Missing,15
3460213,58.95,W,mastercard,debit,gmail.com,Missing,Missing,Missing,15
3460214,55.95,W,mastercard,debit,gmail.com,Missing,Missing,Missing,15
3460215,39.95,W,discover,credit,icloud.com,Missing,Missing,Missing,15
3460216,382.0,W,mastercard,debit,Missing,Missing,Missing,Missing,15
3460217,22.748,C,mastercard,credit,hotmail.com,hotmail.com,desktop,Windows,15
3460218,2919.17,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460219,25.95,W,visa,debit,outlook.com,Missing,Missing,Missing,15
3460220,107.95,W,visa,debit,Missing,Missing,Missing,Missing,15
3460221,49.0,W,mastercard,debit,gmail.com,Missing,Missing,Missing,15
3460222,30.0,H,discover,credit,gmail.com,gmail.com,desktop,Windows,15
3460223,34.0,W,visa,credit,hotmail.com,Missing,Missing,Missing,15
3460224,73.43,W,visa,debit,hotmail.com,Missing,Missing,Missing,15
3460225,59.0,W,mastercard,credit,gmail.com,Missing,Missing,Missing,15
3460226,226.0,W,visa,debit,Missing,Missing,Missing,Missing,15
3460227,35.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460228,388.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460229,97.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460230,255.0,W,mastercard,credit,gmail.com,Missing,Missing,Missing,15
3460231,1364.95,W,visa,debit,outlook.com,Missing,Missing,Missing,15
3460232,276.96,W,visa,credit,Missing,Missing,Missing,Missing,15
3460233,56.5,W,visa,credit,yahoo.com,Missing,Missing,Missing,15
3460234,97.0,W,visa,credit,yahoo.com,Missing,Missing,Missing,15
3460235,226.0,W,visa,debit,sbcglobal.net,Missing,Missing,Missing,15
3460236,884.0,W,visa,debit,anonymous.com,Missing,Missing,Missing,15
3460237,171.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460238,47.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460239,57.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460240,59.0,W,mastercard,debit,gmail.com,Missing,Missing,Missing,15
3460241,59.0,W,mastercard,credit,gmail.com,Missing,Missing,Missing,15
3460242,57.95,W,visa,debit,Missing,Missing,Missing,Missing,15
3460243,107.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460244,35.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460245,86.95,W,mastercard,debit,hotmail.com,Missing,Missing,Missing,15
3460246,394.92,W,mastercard,credit,gmail.com,Missing,Missing,Missing,15
3460247,77.0,W,visa,debit,Missing,Missing,Missing,Missing,15
3460248,49.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460249,97.0,W,visa,credit,yahoo.com,Missing,Missing,Missing,15
3460250,95.663,C,visa,debit,gmail.com,gmail.com,mobile,Missing,15
3460251,117.0,W,visa,debit,hotmail.com,Missing,Missing,Missing,15
3460252,29.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460253,77.0,W,visa,debit,me.com,Missing,Missing,Missing,15
3460254,442.55,W,visa,credit,gmail.com,Missing,Missing,Missing,15
3460255,57.95,W,visa,credit,Missing,Missing,Missing,Missing,15
3460256,33.95,W,mastercard,debit,gmail.com,Missing,Missing,Missing,15
3460257,53.97,W,visa,debit,anonymous.com,Missing,Missing,Missing,15
3460258,75.0,R,american express,credit,anonymous.com,anonymous.com,desktop,MacOS,15
3460259,117.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460260,75.0,R,american express,credit,anonymous.com,anonymous.com,desktop,MacOS,15
3460261,335.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460262,44.0,W,mastercard,debit,gmail.com,Missing,Missing,Missing,15
3460263,442.55,W,visa,credit,gmail.com,Missing,Missing,Missing,15
3460264,351.09,W,visa,credit,Missing,Missing,Missing,Missing,15
3460265,171.0,W,mastercard,debit,Missing,Missing,Missing,Missing,15
3460266,35.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460267,107.95,W,mastercard,credit,hotmail.com,Missing,Missing,Missing,15
3460268,26.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460269,200.0,R,american express,credit,anonymous.com,anonymous.com,desktop,MacOS,15
3460271,59.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460270,77.0,W,visa,credit,yahoo.com,Missing,Missing,Missing,15
3460272,209.95,W,mastercard,credit,comcast.net,Missing,Missing,Missing,15
3460273,67.95,W,visa,credit,aol.com,Missing,Missing,Missing,15
3460274,39.95,W,visa,debit,hotmail.com,Missing,Missing,Missing,15
3460275,134.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460276,59.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460277,14.509,C,visa,credit,gmail.com,gmail.com,desktop,Windows,15
3460278,107.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460279,105.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460280,97.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460281,57.95,W,mastercard,credit,Missing,Missing,Missing,Missing,15
3460282,50.0,H,visa,credit,anonymous.com,outlook.com,desktop,Windows,15
3460283,42.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460284,77.0,W,visa,credit,yahoo.com,Missing,Missing,Missing,15
3460285,53.97,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460286,47.34,C,mastercard,debit,gmail.com,gmail.com,desktop,Missing,15
3460287,724.95,W,mastercard,credit,yahoo.com,Missing,Missing,Missing,15
3460288,54.5,W,mastercard,credit,aol.com,Missing,Missing,Missing,15
3460289,50.0,H,visa,credit,anonymous.com,outlook.com,desktop,Windows,15
3460290,200.0,R,mastercard,debit,anonymous.com,gmail.com,mobile,iOS Device,15
3460291,107.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460292,107.95,W,mastercard,debit,gmail.com,Missing,Missing,Missing,15
3460293,97.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460294,365.0,W,mastercard,debit,aol.com,Missing,Missing,Missing,15
3460295,29.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460296,50.0,H,visa,credit,anonymous.com,outlook.com,desktop,Windows,15
3460297,29.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460298,26.191,C,visa,credit,gmail.com,gmail.com,desktop,Windows,15
3460299,58.97,W,visa,debit,Missing,Missing,Missing,Missing,15
3460300,117.0,W,mastercard,debit,msn.com,Missing,Missing,Missing,15
3460301,26.191,C,mastercard,credit,gmail.com,gmail.com,desktop,Windows,15
3460302,55.95,W,mastercard,credit,yahoo.com,Missing,Missing,Missing,15
3460303,26.191,C,visa,credit,gmail.com,gmail.com,desktop,Windows,15
3460304,1364.95,W,visa,debit,outlook.com,Missing,Missing,Missing,15
3460305,57.95,W,visa,debit,msn.com,Missing,Missing,Missing,15
3460306,26.191,C,mastercard,debit,gmail.com,gmail.com,desktop,Windows,15
3460307,117.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460308,75.0,H,mastercard,credit,hotmail.com,anonymous.com,desktop,rv:58.0,15
3460309,226.0,W,mastercard,debit,anonymous.com,Missing,Missing,Missing,15
3460310,44.95,W,mastercard,debit,yahoo.com,Missing,Missing,Missing,15
3460311,614.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460312,59.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460313,26.191,C,visa,credit,gmail.com,gmail.com,desktop,Windows,15
3460314,311.95,W,visa,debit,Missing,Missing,Missing,Missing,15
3460315,26.191,C,mastercard,credit,gmail.com,gmail.com,desktop,Windows,15
3460316,59.0,W,mastercard,debit,Missing,Missing,Missing,Missing,15
3460317,100.0,R,visa,credit,anonymous.com,anonymous.com,desktop,Trident/7.0,15
3460318,14.755,C,mastercard,debit,gmail.com,gmail.com,desktop,Missing,15
3460319,107.95,W,mastercard,debit,yahoo.com,Missing,Missing,Missing,15
3460320,34.0,W,visa,debit,aol.com,Missing,Missing,Missing,15
3460321,26.191,C,mastercard,credit,gmail.com,gmail.com,desktop,Windows,15
3460322,117.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460323,255.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460324,51.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460325,55.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460326,554.0,W,mastercard,debit,aol.com,Missing,Missing,Missing,15
3460327,44.0,W,mastercard,debit,Missing,Missing,Missing,Missing,15
3460328,2452.95,W,mastercard,debit,gmail.com,Missing,Missing,Missing,15
3460329,4.795,C,visa,debit,hotmail.com,hotmail.com,desktop,Moto G (4) Build/NPJ25.93-14.7,15
3460330,129.95,W,visa,credit,gmail.com,Missing,Missing,Missing,15
3460331,77.0,W,mastercard,credit,Missing,Missing,Missing,Missing,15
3460332,107.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460333,30.0,H,visa,debit,anonymous.com,gmail.com,mobile,iOS Device,15
3460334,50.0,R,visa,debit,cox.net,gmail.com,desktop,Windows,15
3460335,35.95,W,mastercard,debit,gmail.com,Missing,Missing,Missing,15
3460336,49.0,W,mastercard,debit,anonymous.com,Missing,Missing,Missing,15
3460337,21.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460338,39.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460339,49.0,W,mastercard,debit,gmail.com,Missing,Missing,Missing,15
3460340,107.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460341,209.95,W,mastercard,credit,Missing,Missing,Missing,Missing,15
3460342,25.95,W,visa,debit,ymail.com,Missing,Missing,Missing,15
3460343,59.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460344,35.95,W,visa,debit,Missing,Missing,Missing,Missing,15
3460345,49.0,W,visa,debit,Missing,Missing,Missing,Missing,15
3460346,388.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460347,43.774,C,visa,credit,anonymous.com,anonymous.com,mobile,rv:59.0,15
3460348,6.886,C,visa,debit,hotmail.com,hotmail.com,mobile,LG-D373 Build/KOT49I.V10a,15
3460349,171.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460350,30.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460352,40.0,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460351,213.0,W,mastercard,debit,anonymous.com,Missing,Missing,Missing,15
3460353,117.0,W,visa,debit,anonymous.com,Missing,Missing,Missing,15
3460354,107.95,W,visa,debit,gmail.com,Missing,Missing,Missing,15
3460355,445.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460356,1104.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,15
3460357,29.818,C,visa,credit,hotmail.com,hotmail.com,desktop,Missing,15
3460358,77.0,W,mastercard,debit,Missing,Missing,Missing,Missing,15
3460359,171.0,W,mastercard,debit,comcast.net,Missing,Missing,Missing,15
3460360,265.0,W,visa,debit,comcast.net,Missing,Missing,Missing,15
3460361,59.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
3460362,141.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
3460363,25.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
3460364,29.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460365,50.0,H,visa,credit,anonymous.com,outlook.com,desktop,Windows,16
3460366,54.0,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460367,117.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460368,47.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460369,56.95,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460370,56.95,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460371,147.06,C,visa,credit,anonymous.com,anonymous.com,desktop,Windows,16
3460372,150.5,W,mastercard,debit,comcast.net,Missing,Missing,Missing,16
3460373,42.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460374,57.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
3460375,117.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460376,42.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460377,92.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460378,45.0,W,mastercard,debit,comcast.net,Missing,Missing,Missing,16
3460379,108.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460380,25.95,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460381,226.0,W,visa,debit,anonymous.com,Missing,Missing,Missing,16
3460382,194.97,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460383,335.0,W,mastercard,credit,gmail.com,Missing,Missing,Missing,16
3460384,42.0,W,mastercard,debit,comcast.net,Missing,Missing,Missing,16
3460385,35.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460386,25.0,R,mastercard,debit,anonymous.com,gmail.com,desktop,Windows,16
3460387,117.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
3460388,107.95,W,visa,debit,Missing,Missing,Missing,Missing,16
3460389,107.95,W,mastercard,debit,aol.com,Missing,Missing,Missing,16
3460390,57.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460391,107.95,W,mastercard,credit,ymail.com,Missing,Missing,Missing,16
3460392,117.0,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460393,109.0,W,mastercard,debit,yahoo.com,Missing,Missing,Missing,16
3460394,59.0,W,visa,debit,outlook.com,Missing,Missing,Missing,16
3460395,20.411,C,visa,debit,gmail.com,gmail.com,mobile,Ilium X520 Build/NRD90M,16
3460396,17.829,C,mastercard,credit,gmail.com,gmail.com,mobile,SM-A730F Build/NMF26X,16
3460397,34.0,W,visa,debit,Missing,Missing,Missing,Missing,16
3460398,50.0,H,visa,credit,anonymous.com,outlook.com,desktop,Windows,16
3460399,13.331,C,mastercard,debit,gmail.com,gmail.com,desktop,Windows,16
3460400,29.818,C,visa,credit,hotmail.com,hotmail.com,Missing,Missing,16
3460401,330.99,W,mastercard,debit,hotmail.com,Missing,Missing,Missing,16
3460402,134.95,W,mastercard,debit,yahoo.com,Missing,Missing,Missing,16
3460403,25.95,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460405,166.99,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460404,39.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
3460406,59.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
3460407,49.0,W,visa,credit,gmail.com,Missing,Missing,Missing,16
3460408,59.0,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460409,258.46,W,visa,credit,gmail.com,Missing,Missing,Missing,16
3460410,498.44,W,mastercard,debit,icloud.com,Missing,Missing,Missing,16
3460411,581.8,W,mastercard,credit,gmail.com,Missing,Missing,Missing,16
3460412,226.0,W,mastercard,debit,centurylink.net,Missing,Missing,Missing,16
3460413,200.0,R,mastercard,debit,anonymous.com,gmail.com,mobile,iOS Device,16
3460414,450.0,R,american express,credit,anonymous.com,anonymous.com,desktop,Windows,16
3460415,47.95,W,mastercard,debit,yahoo.com,Missing,Missing,Missing,16
3460416,39.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460417,117.0,W,discover,credit,Missing,Missing,Missing,Missing,16
3460418,226.0,W,visa,debit,Missing,Missing,Missing,Missing,16
3460419,39.0,W,visa,debit,Missing,Missing,Missing,Missing,16
3460420,68.95,W,mastercard,debit,Missing,Missing,Missing,Missing,16
3460421,50.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460422,30.95,W,mastercard,debit,yahoo.com,Missing,Missing,Missing,16
3460423,57.95,W,visa,debit,Missing,Missing,Missing,Missing,16
3460424,82.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
3460425,1170.61,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460426,107.95,W,visa,credit,aim.com,Missing,Missing,Missing,16
3460427,107.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
3460428,39.5,W,mastercard,debit,yahoo.com,Missing,Missing,Missing,16
3460429,39.0,W,mastercard,debit,Missing,Missing,Missing,Missing,16
3460430,159.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
3460431,39.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460432,45.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460433,17.214,C,visa,credit,gmail.com,gmail.com,desktop,Missing,16
3460434,414.79,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
3460435,63.5,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460436,92.0,W,visa,credit,yahoo.com,Missing,Missing,Missing,16
3460437,378.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460438,56.5,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460439,54.0,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
3460441,20.95,W,mastercard,debit,Missing,Missing,Missing,Missing,16
3460440,92.0,W,visa,credit,anonymous.com,Missing,Missing,Missing,16
3460442,35.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460443,201.0,W,mastercard,debit,Missing,Missing,Missing,Missing,16
3460444,77.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460445,311.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460446,30.95,W,mastercard,debit,yahoo.com,Missing,Missing,Missing,16
3460447,335.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460448,171.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460449,57.95,W,visa,debit,Missing,Missing,Missing,Missing,16
3460450,29.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460451,39.0,W,mastercard,debit,yahoo.com,Missing,Missing,Missing,16
3460452,59.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460453,167.0,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460454,159.95,W,visa,credit,yahoo.com,Missing,Missing,Missing,16
3460455,107.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460456,200.0,R,mastercard,credit,gmail.com,gmail.com,desktop,Windows,16
3460457,134.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460458,117.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460459,389.84,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
3460460,161.0,W,visa,debit,Missing,Missing,Missing,Missing,16
3460461,119.95,W,mastercard,debit,hotmail.com,Missing,Missing,Missing,16
3460462,24.5,W,visa,debit,hotmail.com,Missing,Missing,Missing,16
3460463,307.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460464,113.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460465,200.0,R,visa,debit,sbcglobal.net,anonymous.com,Missing,Missing,16
3460466,439.22,W,visa,credit,gmail.com,Missing,Missing,Missing,16
3460467,683.71,W,visa,credit,gmail.com,Missing,Missing,Missing,16
3460468,107.95,W,visa,credit,yahoo.com,Missing,Missing,Missing,16
3460469,107.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460470,524.88,W,visa,debit,Missing,Missing,Missing,Missing,16
3460471,57.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460472,77.0,W,visa,debit,Missing,Missing,Missing,Missing,16
3460473,29.95,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460474,178.0,W,mastercard,debit,aol.com,Missing,Missing,Missing,16
3460475,47.95,W,mastercard,debit,Missing,Missing,Missing,Missing,16
3460476,67.95,W,visa,debit,Missing,Missing,Missing,Missing,16
3460477,439.22,W,visa,credit,gmail.com,Missing,Missing,Missing,16
3460478,54.5,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460479,39.0,W,visa,debit,Missing,Missing,Missing,Missing,16
3460480,73.0,W,visa,debit,Missing,Missing,Missing,Missing,16
3460481,117.0,W,visa,credit,aol.com,Missing,Missing,Missing,16
3460482,30.95,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460483,92.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460484,99.782,C,visa,credit,yahoo.co.uk,yahoo.co.uk,mobile,SM-G955F Build/R16NW,16
3460485,335.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460486,200.0,R,american express,credit,anonymous.com,anonymous.com,desktop,Windows,16
3460487,226.0,W,visa,debit,gmail.com,Missing,Missing,Missing,16
3460488,59.0,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460489,159.95,W,visa,credit,gmail.com,Missing,Missing,Missing,16
3460490,77.0,W,mastercard,debit,gmail.com,Missing,Missing,Missing,16
3460491,48.95,W,visa,debit,Missing,Missing,Missing,Missing,16
3460492,107.95,W,visa,debit,yahoo.com,Missing,Missing,Missing,16
